payment_id,PARTN,AVKON,SGTXT,KWBTR,KWAER,BVDAT
[5317],Kim & Lee Technologies,US11MXTO83752599536867, 10000000026507 1829030705,77854.42000000001,USD,20100930
[5318],Kim & Lee Technologies,US11MXTO83752599536867,INV100000000014670 100000004834 ,16423.089999999997,USD,20101001
[5319],Galaxy IT Services,JP23AAOZ43884105635802,payment  86771589310 6kz3opxtk,2133710.54,JPY,20151011
[5320],Galaxy IT Services,JP23AAOZ43884105635802,payment  877159310 rkjdjh745,3279793.13,JPY,20150922
[5321],Patel & Sons Pvt. Ltd.,SV22EZNA58441680215504,RECEIPT INV1002000000012438 0731609948,87613.61,USD,20171006
[5322],Nakamura & Co. 株式会社,IE96HMFG05609084516214,+ 7664050745+ 5901967147+ 6431132788+ 7976876264+ 7986005415+ 6112212015 ,341401.95,EUR,20091004
[5323],SPG REALTY,PA29YGYX91620708881306,7611170003  REFERENCE ek8g0n4eo73jq4z,194660.19,USD,20110927
[5324],Dubois & Co. S.A.R.L.,ZW56XFHN11186257856366,6314334001888969424549120170634567139163 1998  NUM b8ggw4,490920.99,USD,20031005
[5325],Kim & Choi Electronics,FR64WMIF35021218661871,ORDER OF 5066434191  l8a3nyawj8vkclf,208988.15,EUR,20111009
[5326],Rossi & Figli Costruzioni,SV90XIEB98407044017160,"ORDER OF + 4520573318, + 6452035771, + 4633867851, + 0558242578 ",510358.41000000003,USD,20041001
[5327],DF Solutions,IE84PFGD56213172748980,ORDER OF  100000005638 7173684409,19328.97,EUR,20100927
[5328],Blue Horizon Travel Ltd,JP26PWMP40022856455126,INV100000000007681 6912926555,4539428.07,JPY,20221004
[5329],Ivanov & Partners Ltd.,SV19KKUN36138602803468,ORDER OF  INV100000000016015,81399.83,USD,20111008
[5330],Pacific Ocean Fisheries,PA81NKDG94676776743427,#RECEIPT:  199 9457975574,245789.68,USD,20190924
[5331],Red Maple Ventures,US77ISES92996107819674,payment 9759069702 ,70940.67,USD,20090926
[5332],Zhao & Sons Ltd.,EU21QINT89660374269417,payment 2545306353 INV10000000014360 REFERENCE m2j1zlxinv,108807.68,EUR,20181011
[5333],Ramirez & Hijos Servicios,EC71POCP43339649040193,receipt number NO 0: 6640852924 NO 1: 3903810532 NO 2: 3226108386 NO 3: 9171134054 NO 4: 4898348590 NO 5: 8239034943  hrcx6ub79ulmbz,1262383.26,USD,20001013
[5334],Global Solutions Ltd,NZ83RSKJ17204314050449,RECEIPT INV10000000001517 ,56612.66,NZD,20231004
[5335],Global Solutions Ltd,NZ83RSKJ17204314050449,RECEIPT INV10000000 0015176 ,61174.61,NZD,20230930
[5336],Global Solutions Ltd,NZ83RSKJ17204314050449,RECEIPT INV10000000015176 ,36261.40999999999,NZD,20231003
[5337],AeroMax Manufacturing,SE24QMID07942349086678,receipt number 137555636 ,1814414.3,SEK,20191004
[5338],Galaxy IT Services,JP50GUYI77851264062222,payment  9155955683 r5gw9kxwywll5,26461299.84,JPY,20220927
[5339],Galaxy IT Services,JP50GUYI77851264062222,payment INV100000000001747 14955955683 kl5a9115d4ne,28945708.09,JPY,20221022
[5340],Smith & Co. Consulting,US36DHCV84661875637302,RECEIPT  REF 0: 3844289212 REF 1: 1407264033 REF 2: 5929229198 REF 3: 1264724120 REF 4: 8361611251 REF 5: 1320717440,1043030.4099999999,USD,20050921
[5341],Bertolini & Co. SRL,JP56VOCX06538975490319, 7115795629,21399688.85,JPY,20211018
[5342],Galaxy IT Services,JP23AAOZ43884105635802,payment INV100000000010773  zssto5o0,22948979.33,JPY,20150926
[5343],Galaxy IT Services,JP23AAOZ43884105635802,payment  0076688932 6pfr2in9qckttfx,21231203.190000005,JPY,20150926
[5344],Zhang & Co. Limited,US15SVBG74166913229289,receipt number  6639569123,154066.7,USD,20011017
[5345],Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT  9062796032,91438.19,USD,20041004
[5346],SPG REALTY,PA29YGYX91620708881306,8011526665  REFERENCE oivkl6j5hm98t,197285.25,USD,20091010
[5347],Liu & Chao Engineering,NO39TVLQ14226411504242,RECEIPT  INV100000000002723,4987884.9,NOK,20081001
[5348],Park & Lee Solutions,IT69XBSD04498910535216,ORDER OF 2420359863 INV100000000001698,172358.9,EUR,20051005
[5349],TerraNova Energy Co.,KR69MWND72849777139761,PAY INV100000000007397 ,48786386.980000004,KRW,20130924
[5350],TerraNova Energy Co.,KR69MWND72849777139761,PAY INV100000000007397 ,59150047.46,KRW,20130927
[5351],AeroMax Manufacturing,SE68LCKC51835489607558,receipt number 399421609 ,2284978.41,SEK,20081019
[5352],Ivanov & Partners Ltd.,SV19KKUN36138602803468,ORDER OF 2718142887658791250235338003 79 ,401219.89,USD,20211008
[5353],Aurora Digital Labs,US32MKYY32892364098039,2434642228 ,198008.46,USD,20221008
[5354],Zhang & Co. Limited,US49NYRG26232164607062,receipt number  8920145514,57039.77,USD,20161007
[5355],Park & Lee Solutions,IT69XBSD04498910535216,ORDER OF 3676824405 ,29644.39,EUR,20201007
[5356],IP Consulting,SV24IRDC19095196302839,ORDER OF  INV100000000005911,199677.31,USD,20241002
[5357],Renault & Fils SARL,EU39QKFV96686500836193,RECEIPT 6016363725 INV100000000003 123,102252.79,EUR,20051016
[5358],EAGLE PAYMENTS,US55FZFE21568608001876,6677274006 INV100000000031970,141033.21,USD,20090922
[5359],Red Maple Ventures,US72PKFU92746836124279,payment 4436514491 ,383656.48,USD,20031016
[5360],KL Technologies,US07VGMG69140207635056,INV100000000017744 1002899 ,98152.5,USD,20131023
[5361],TNE RESOURCES,KR10ETEG29651040778365,PAY  6845787967,79211920.83,KRW,20020926
[5362],TNE RESOURCES,KR10ETEG29651040778365,PAY  6845787967,78981592.18999998,KRW,20020928
[5363],Patel & Co. Pvt. Ltd.,ZW21BCEK72636349736918,RECEIPT 7720828747 1998  NUM n5o4q4n8h,58620.35,USD,20201006
[5364],Zhao & Sons Ltd.,EU47ONKW62928204879903,payment 49164988700 INV100000000000504 REFERENCE xhtngrcdiz0jq4b,235490.98,EUR,20091001
[5365],Santos & Filho Lda.,AU97ZBMB38756221380797,PAY INV100000000014450 ,134501.44,AUD,20151012
[5366],ZC_Ltd_11212,US49NYRG26232164607062,receipt number INV100000000014782 ,37814.03,USD,20070928
[5367],SC Trading,ZW12LHLP01902321935235,receipt number  INV100000000004385,104218.8,USD,20111016
[5368],SPG REALTY,PA29YGYX91620708881306,4545224988  REFERENCE 0envm6okosho,231907.22,USD,20041028
[5369],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT  7582849751,90804.49,USD,20101006
[5370],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT  7582849751,108328.67,USD,20100924
[5371],Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number 7496754050 ,304088.65,USD,20191007
[5372],RMV CAPITAL,US49XYJM88732373778550,payment  INV100000000032407,52314.43,USD,20031026
[5373],Galaxy IT Services,JP55URXX19922438559959,payment  1193267043 ybikdljx,20073823.36,JPY,20061002
[5374],VHI MANUFACTURING,EC96HOBH95227782115933, 100000038530 INV100000000014140,126693.51,USD,20241005
[5375],GXS TECH,JP23AAOZ43884105635802,payment INV100000000024757  k5yx8,11694123.48,JPY,20171002
[5376],Vulcan Heavy Industries,EC10DCQZ15864277097996,+ 7061265208+ 3789628482+ 0409768530+ 4959784528 10000000001670 ,663003.6,USD,20141015
[5377],Lumen Power Technologies,IE81NFGS32338919992498, INV100000000009436,66784.87,EUR,20011001
[5378],Santos & Filho Lda.,AU04ARGM63806586266454,PAY INV100000000001805 ,136111.99,AUD,20191010
[5379],Blue Horizon Travel Ltd,JP26PWMP40022856455126, REF 0: 05138972947 & REF 1: 509397414 & REF 2: 17496990063 & REF 3: 54730579061 & REF 4: 631877616,122889002.76000002,JPY,20051005
[5380],Crimson Event Management,SV13RFGV72362679181165,receipt number  293310589 REF dfv5cjf2,109049.63,USD,20221009
[5381],Ivanov & Partners Ltd.,SV72COVR08960277816802,ORDER OF  INV100000000017503,111102.39,USD,20070924
[5382],Park & Lee Solutions,IT16HXHD15991479959515,ORDER OF - 7017491105 - 3975342261 - 4139586494 ,481561.06,EUR,20211013
[5383],Bianchi & Figli SRL,IE22JEDG96856894531918,RECEIPT  NV100000000018434,154345.25,EUR,20091011
[5384],AeroMax Manufacturing,SE09HDFT79653963769778,receipt number 987682570 ,3943710.8,SEK,20180924
[5385],Schmidt & Partners AG,KR28BVOX73302140824849,receipt number  48423003,205661739.26,KRW,20140929
[5386],Bertolini & Co. SRL,JP35QALD51885621071608,INV10000000012189 5860768525,23751010.14,JPY,20011006
[5387],Schmidt & Partners AG,KR28BVOX73302140824849,receipt number  REF 0: 1133024791REF 1: 725875 6316REF 2: 9429392009REF 3: 505613 8878REF 4: 275420110,692660312.25,KRW,20231010
[5388],Schmidt & Partners AG,KR28BVOX73302140824849,receipt number INV1000000000405 81 ,349896462.14,KRW,20140927
[5389],IP Consulting,SV72COVR08960277816802,ORDER OF 213084404185935279185155489974 ,804761.2799999999,USD,20011026
[5390],Vista Health Care Services,SV33LFZT25489849531543,"payment  + 8492272900, + 4637781048, + 4827242324, + 5587304251",592981.6599999999,USD,20021013
[5391],Blue Horizon Travel Ltd,JP11NJUW09521234007518, 6262043428,17317169.41,JPY,20241013
[5392],Nakamura & Co. 株式会社,IE80QKMH17158377169473,5227097258 ,66024.59,EUR,20211005
[5393],Lumen Power Technologies,IE28WJKA82862185057955,28298339933 ,64764.73,EUR,20051009
[5394],Lumen Power Technologies,IE28WJKA82862185057955,282833 9933 ,63623.13,EUR,20051010
[5395],Shoreline Property Group,PA29YGYX91620708881306, INV100000000001770 REFERENCE bouf590aaaktpwp,38791.27,USD,20191006
[5396],Shoreline Property Group,PA29YGYX91620708881306,8544622450  REFERENCE c9u2mv,31258.239999999998,USD,20191009
[5397],Bianchi & Figli SRL,IE59MSHD42615312543793,RECEIPT - 6284661757- 3890971123- 7600549723- 6624609043- 8396064243 ,866936.9899999999,EUR,20000922
[5398],Hassan & Co. Ltd.,ES21DMQH18438233280127,ORDER OF INV100000000003948 ,39042.34,EUR,20120922
[5399],Crimson Event Management,SV12OVQE34825959716219,receipt number  6819441383 REF ce9z3vwj,377677.5,USD,20111011
[5400],Rossi & Figli Costruzioni,SV90XIEB98407044017160,ORDER OF 1650645052 ,361998.54,USD,20190929
[5401],IP Consulting,SV72COVR08960277816802,ORDER OF  INV100000000015295,89944.29,USD,20131006
[5402],Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294, 11776 IN1V00000000009575 NUM 86rw0,129553.48,USD,20180929
[5403],Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294, 1000000002139 INV10000000 0009575 NUM ztnb6j8xc0c,7550.57,USD,20180927
[5404],Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294,9014771068 100000000007983 INV100000 000009575 NUM d7gkndhmpo0,21508.98000000001,USD,20181022
[5405],Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number  IN100000000006979,83171.38,USD,20021001
[5406],Bertolini & Figli S.p.A.,JP52NVBD41881113710759,RECEIPT 2532074420 ,4157888.64,JPY,20021009
[5407],Bertolini & Figli S.p.A.,JP52NVBD41881113710759,RECEIPT 2530247420 ,2565621.5100000002,JPY,20021006
[5408],CEM PLANNERS,SV84DXDX31456639442288,receipt number  + 2243728169 & + 7594923089 & + 3332375487 & + 7845801678 & + 3857346314 REF 3zjm61i0b68x,1104340.02,USD,20050924
[5409],Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT 564636759 ,623893.59,NOK,20031005
[5410],Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT 645636759 ,500648.9,NOK,20030921
[5411],Nakamura & Co. 株式会社,IE96HMFG05609084516214, INV100000000007532,139321.83,EUR,20141006
[5412],Nakamura & Co. 株式会社,IE96HMFG05609084516214,0066055359 ,68214.04000000001,EUR,20141024
[5413],SPG REALTY,PA04ULMP25623811229020, INV100000000008521 REFERENCE b2brzhrck0z,243492.49,USD,20091010
[5414],Rossi & Figli S.p.A.,CH85XPHK60079323701744,+ 703117773 + 05833087 + 129171305 + 431986910 + 15908948954 ,508421.52999999997,CHF,20240928
[5415],Zhao & Sons Ltd.,EU22PQXY60907366812685,payment no 0: 74400296077no 1: 177107598no 2: 855455945no 3: 9771 332141  REFERENCE seghgoadtv,979200.36,EUR,20010929
[5416],Liu & Chao Engineering,NO43TTIT02351883997813,RECEIPT 8679923084 ,2201363.1300000004,NOK,20241001
[5417],Santos & Filhos Comércio,DE12ZGPZ32978096835652,RECEIPT  5914776697,287088.63,EUR,20070929
[5418],Vista Health Care Services,SV45AQUO19832173360815,payment INV10000000003150 ,194231.95,USD,20070928
[5419],Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT  759185583,75339.2,USD,20161004
[5420],Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT INV100000000025070 739185583,33550.72,USD,20161010
[5421],Eagle Financial Group,US55FZFE21568608001876,1511034511 ,220967.44,USD,20150927
[5422],Bertolini & Co. SRL,JP35QALD51885621071608, 184938740,21426464.97,JPY,20201030
[5423],Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294,2954454144 10000025626  NUM gy1rv0nipp61,182554.99000000002,USD,20041019
[5424],Schmidt & Partners AG,KR19XONN22004093612755,receipt number  6244172861,194842624.10000002,KRW,20060927
[5425],Santos & Filho Lda.,AU14FSGP75413836101729,PAY INV100000000001160 ,482466.33,AUD,20131012
[5426],Lumen Power Technologies,IE81NFGS32338919992498,3806860426 ,37352.42,EUR,20221017
[5427],Kim & Lee Technologies,US78QMZQ98005519667632, 1998 ref 0: 1574497830 & ref 1: 53 22672554 & ref 2: 00 79124528 & ref 3: 4027232705 & ref 4: 50556911,519423.02999999997,USD,20100923
[5428],Dupont & Frères SARL,IE84PFGD56213172748980,ORDER OF  100023356 840754661,141920.11,EUR,20011016
[5429],Park & Lee Solutions,IT80YWBY91785188572838,ORDER OF 8987166300 ,245223.84000000003,EUR,20210930
[5430],Dubois & Frères SARL,ZW27IZUX97571132337325,receipt number  7005264350,267345.05,USD,20041008
[5431],Pacific Ocean Fisheries,PA70JIXZ70733964113197,#RECEIPT: INV100000000015389 10000000021719 2174131180,45011.93,USD,20100930
[5432],Pacific Ocean Fisheries,PA70JIXZ70733964113197,#RECEIPT:  100000000006238 2174131018,25814.47,USD,20101022
[5433],Pacific Ocean Fisheries,PA70JIXZ70733964113197,#RECEIPT:  102157 74131108,17845.33,USD,20100930
[5434],Red Maple Ventures,US77ISES92996107819674,payment  INV100000000004337,81440.90000000001,USD,20021102
[5435],Red Maple Ventures,US49XYJM88732373778550,"payment ref 0: 2424850610, ref 1: 9945961969, ref 2: 1404306485, ref 3: 8214045870 ",658195.85,USD,20171016
[5436],Ivanov & Sons Engineering,EC07QGSB23709829413003,PAY  NO 0: 7161849510 & NO 1: 7050316231 xgk01bhkh6,317035.85,USD,20181006
[5437],LPT ENERGY,IE81NFGS32338919992498, INV100000000008778,239410.7,EUR,20161011
[5438],Red Maple Ventures,US77ISES92996107819674,payment  IN V100000000006756,155173.97,USD,20201008
[5439],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT NV100000000015224 8055952021,59744.07,USD,20010927
[5440],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT INV100000 000015224 ,290580.09,USD,20011013
[5441],TerraNova Energy Co.,KR69MWND72849777139761,PAY  9902761299,111321029.51,KRW,20151010
[5442],EAGLE PAYMENTS,US55FZFE21568608001876,5278482617 ,47874.45,USD,20011009
[5443],EAGLE PAYMENTS,US55FZFE21568608001876, INV100000000011721,75312.73,USD,20011001
[5444],Nakamura & Co. 株式会社,IE96HMFG05609084516214,5737942156 ,126628.53,EUR,20221023
[5445],Rossi & Figli Costruzioni,SV34SAPN07774155667863,ORDER OF 43645636717 ,217966.02,USD,20030925
[5446],Kim & Choi Electronics,FR90VMJD61142441117749,ORDER OF 7367256622  i5m55dp,73271.01999999999,EUR,20111007
[5447],Kim & Choi Electronics,FR90VMJD61142441117749,ORDER OF  INV100000000003286 fn4c00pl,89876.9,EUR,20111019
[5448],ZC_Ltd_11212,US15SVBG74166913229289,receipt number  4271046439,232331.78,USD,20081026
[5449],Patel & Co. Pvt. Ltd.,ZW41ZNUS76964877114424,RECEIPT  100000042230 INV100000000008159 NUM 43u0769k0zwgru,98590.29,USD,20081008
[5450],Ivanov & Partners Ltd.,SV19KKUN36138602803468,ORDER OF  100000000060103,65421.87,USD,20091017
[5451],Dubois Holdings,ZW73TTWK41724804348548,896090942341470424024814046966 100009226  NUM 7g9liq,354537.41000000003,USD,20041006
[5452],Ferrari & Figli SRL,SV41OAYF71955705708972,ORDER OF  INV10000000000669,61755.49,USD,20030923
[5453],Kim & Choi Electronics,FR64WMIF35021218661871,ORDER OF 2109203007  yhxenq1,128952.31,EUR,20061022
[5454],Aurora Digital Labs,US15BUPR26459341280506,no 0: 3404637924 | no 1: 9877902393 | no 2: 1161578766 ,423116.2,USD,20231013
[5455],RMV CAPITAL,US77ISES92996107819674,payment 1005409657 ,120057.05,USD,20231009
[5456],Eagle Financial Group,US55FZFE21568608001876,4089859010 ,153221.87,USD,20081007
[5457],Crimson Event Management,SV12OVQE34825959716219,receipt number INV10000000000147  REF vp1a,219188.96,USD,20201006
[5458],Shoreline Property Group,PA04ULMP25623811229020, INV100000000012301 REFERENCE 2mxbd,141550.24,USD,20081013
[5459],Nexus Financial Services,PA57EITK85774453544950,receipt number  INV1000040000007203 REFERENCE q8xocrpddpru,18435.66,USD,20210926
[5460],Dubois Holdings,ZW36YWNE17469290674294, 100005454 INV100000000004957 NUM d9xcf2fxfrn3bb,395828.7,USD,20161006
[5461],BHT TOURS,JP49HGTI40812316478327, 5573590662,9834574.55,JPY,20061002
[5462],BHT TOURS,JP49HGTI40812316478327,INV100000000009428 ,1203884.1400000006,JPY,20061021
[5463],Patel & Co. Pvt. Ltd.,ZW71WJDX88155642569867,RECEIPT  10000162 INV100000000009499 NUM 13mnmxtefw8ev9p,148817.28,USD,20010920
[5464],Rossi & Figli Costruzioni,SV38XHWS88142304184916,ORDER OF 6629125803 ,95119.85,USD,20190924
[5465],Bianchi & Figli SRL,IE59MSHD42615312543793,RECEIPT  INV100000000003309,121568.15,EUR,20051011
[5466],Oliveira & Filhos Comércio,ZW97JTDO82348480752347,receipt number 058208416  REF fa1is9,268939.25,USD,20120925
[5467],Schmidt & Partners AG,KR19XONN22004093612755,receipt number  REF 0: 3560670709REF 1: 2840529817REF 2: 4923368365,1291841663.41,KRW,20000930
[5468],Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294,7704943463756767484572990122269284334124 10008127  NUM 4buu,665102.3099999999,USD,20080927
[5469],Bertolini & Figli S.p.A.,JP04BQPW06234142267270,RECEIPT 2579165098 ,39557527.21,JPY,20120927
[5470],SPG REALTY,PA04ULMP25623811229020, INV100000000000950 REFERENCE 5xl4l8tx1,28216.67,USD,20100930
[5471],LC Engineering,NO67KUKR75990558614961,RECEIPT NO 0: 0480061424NO 1: 4300454087NO 2: 5765438993 ,3604597.57,NOK,20010928
[5472],Dubois & Frères SARL,ZW27IZUX97571132337325,receipt number  1521941070,105660.01,USD,20020928
[5473],H&S Enterprises,ES86IMBQ18885210812518,8393116767 10007702 ,45870.06,EUR,20150930
[5474],Hassan & Co. Ltd.,ES21DMQH18438233280127,ORDER OF INV100000000030570 ,32450.67,EUR,20101014
[5475],IET SOLUTIONS,ES20WSWB76296960053374,PAY INV100000000012893 ,30047.94,EUR,20080922
[5476],IET SOLUTIONS,ES20WSWB76296960053374,PAY  2282031687,15767.44,EUR,20081022
[5477],IET SOLUTIONS,ES20WSWB76296960053374,PAY  2282031687,55239.87,EUR,20081002
[5478],Patel & Sons Pvt. Ltd.,SV22EZNA58441680215504,RECEIPT  REF 0: 3916918691REF 1: 3878924171REF 2: 0899765203REF 3: 8623146068REF 4: 5497473770REF 5: 3100012656REF 6: 0600489004,960305.29,USD,20131005
[5479],Tanaka & Co. 株式会社,ZW75TRXQ41847808286596,#RECEIPT:  INV100000000016967,30958.08,USD,20141008
[5480],Tanaka & Co. 株式会社,ZW75TRXQ41847808286596,#RECEIPT: 7022379324 ,31899.59,USD,20141009
[5481],Dupont & Frères SARL,IE30LMIO14194372621615,ORDER OF INV10000000 0000702 10010718 4276604737,75269.75,EUR,20211008
[5482],Dupont & Frères SARL,IE30LMIO14194372621615,ORDER OF 3INV100000000000702 1000000000782 ,48420.53,EUR,20211001
[5483],Ramirez & Hijos Servicios,EC82DAEC93383522385495,receipt number 8842060502  zn7gjuk,131241.2,USD,20151002
[5484],H&Co. Enterprises,ES21DMQH18438233280127,ORDER OF  9896973200,98824.84,EUR,20131010
[5485],H&Co. Enterprises,ES21DMQH18438233280127,ORDER OF INV100000000032761 ,159542.54,EUR,20131007
[5486],KC Tech Solutions,FR64WMIF35021218661871,ORDER OF 2736107415  9uvui9kl,275878.46,EUR,20001012
[5487],Tanaka & Co. 株式会社,ZW70BCJL16136698104880,#RECEIPT: 0958481981 ,86718.11,USD,20140927
[5488],Tanaka & Co. 株式会社,ZW70BCJL16136698104880,#RECEIPT:  INV100000000005449,47656.58,USD,20140929
[5489],AeroMax Manufacturing,SE46GXKO73159490586543,receipt number - 9726110657- 7500016199 ,6059063.109999999,SEK,20031018
[5490],Vulcan Heavy Industries,EC96HOBH95227782115933,2037276589 198 ,22560.05,USD,20051002
[5491],Vulcan Heavy Industries,EC96HOBH95227782115933, 10011952 INV100000000007399,84714.51,USD,20051003
[5492],Vulcan Heavy Industries,EC96HOBH95227782115933,2037276589 1003891 ,42790.98999999999,USD,20050924
[5493],OpalStone Mining Inc.,ES16LYKG78442846412369,receipt number  10000000018422 5537161945,184128.22,EUR,20101004
[5494],Shoreline Property Group,PA29YGYX91620708881306, V100000000028318 REFERENCE 02mcbuygkzv,129316.96,USD,20060924
[5495],Rossi & Figli Costruzioni,SV34SAPN07774155667863,"ORDER OF + 5229049312, + 2107250910, + 4141292527, + 7411057278, + 2310007129, + 9191421909, + 0391384753 ",1542538.11,USD,20081003
